text,label
급성 알레르기 반응으로 인한 부종과 호흡곤란,1
호흡정지와 심정지가 동반된 환자,1
임산부의 급성 출혈,1
중증의 약물 과다복용 환자,1
고압전선에 접촉한 환자,1
심한 폐렴으로 인한 호흡 곤란 상태,1
급성 다발성 외상으로 의식이 없는 환자,1
대량 출혈로 인한 의식 저하 상태,1
전기 충격 후 의식이 없는 환자,1
급성 약물 중독 환자,1
흉부 압박 후 심정지 발생,1
급성 패혈성 쇼크로 인한 의식 저하,1
급성 심한 과다출혈 상태,1
급성 기절 후 의식 없는 환자,1
급성 아나필락시스 쇼크 상태,1
급성 심장마비 후 의식 불명 상태,1
급성 심정지 후 인공호흡 필요,1
다리 절단 및 대량 출혈이 있는 환자,1
큰 외상 후 경미한 출혈이 아닌 대량 출혈,1
급성 구토와 출혈 동반 환자,1
급성 알레르기 반응으로 호흡곤란,1
저체온증으로 인한 의식불명 환자,1
다발성 골절로 인한 출혈과 의식 저하,1
심각한 화상 후 호흡 곤란 발생,1
교차 감염으로 의식이 저하된 환자,2
화학물질이 피부에 묻어서 심한 염증이 발생한 환자,2
식도에 물건이 걸려서 기도가 막힌 환자,2
"강한 흉통과 함께 팔꿈치, 팔에 방사통을 겪는 환자",2
고소공포증으로 인해 현기증과 구토가 발생한 환자,2
뇌출혈이 의심되는 두통 환자,2
가슴 압박으로 인해 심장 손상이 발생한 환자,2
알레르기 반응으로 입술과 목이 붓고 있는 환자,2
호흡 곤란과 가슴 통증을 동반한 환자,2
고온 다습한 환경에서 발생한 탈수,2
이물질이 호흡기로 들어가 기도가 막힌 환자,2
뼈에 날카로운 물체가 찔린 상태의 환자,2
뇌졸중 증세가 의심되는 환자,2
대량 출혈로 쇼크 상태에 빠진 환자,2
심한 복통과 함께 설사를 겪고 있는 환자,2
심박수 급변환 증세 (서맥 또는 빈맥),2
급성 복부 팽만과 함께 심한 복통을 호소하는 환자,2
전신에 두드러기와 발진이 발생한 환자,2
급격한 체중 변화로 인한 급성 요통,2
심한 복부 외상으로 장기가 손상된 환자,2
가슴에 날카로운 물체가 박혀 호흡이 어려운 환자,2
비타민 K 부족으로 발생한 대량 출혈,2
흉부에 구멍이 나서 호흡 곤란을 겪고 있는 환자,2
시신경 손상으로 인해 시야가 흐려지는 환자,2
심한 목통증과 함께 구토를 겪고 있는 환자,2
고혈압으로 의식이 혼미해진 환자,2
알레르기 반응으로 혀가 부풀어 오른 환자,2
고속도로 교통사고로 외상이 심한 환자,2
심한 감염 증세로 발열과 두통을 겪는 환자,2
다리 염좌로 인한 통증과 부종을 겪고 있는 환자,2
자동차 사고로 발생한 골반 골절 환자,2
전신에 발진과 가려움증이 동반된 환자,2
대량의 출혈로 인해 빈혈 상태에 빠진 환자,2
약물 중독으로 인한 호흡곤란과 혼수 상태,2
화학물질에 노출된 후 호흡 곤란을 겪는 환자,2
눈에 큰 충격을 받아 시야가 흐려진 환자,2
화상으로 인한 체액 손실이 발생한 환자,2
고혈당으로 의식이 혼미해진 환자,2
심한 두통과 구토가 동반된 환자,2
가슴 통증을 겪고 있는 환자,2
다리 골절 후 출혈이 동반된 환자,2
구토와 기침을 동반한 급격한 발열 환자,2
식사 후 급격한 속쓰림과 함께 구토를 겪는 환자,2
외부 충격으로 발생한 심한 두통 환자,2
큰 상처에서 대량 출혈이 발생한 환자,2
천식 발작으로 호흡곤란을 겪고 있는 환자,2
심각한 호흡기 질환으로 산소 부족이 발생한 환자,2
고온 다습한 환경에서 발생한 열탈진,2
대량의 출혈과 함께 다리 절단된 환자,2
팔꿈치 골절 후 출혈이 발생한 환자,2
알레르기 반응으로 얼굴이 부풀어 오른 환자,2
식사 후 심한 복부 팽만감을 겪고 있는 환자,2
대형 사고로 인한 여러 군데 골절이 발생한 환자,2
흉부 외상으로 인한 폐 찢어짐,2
심한 구역질을 동반한 배가 부풀어 오른 환자,2
발목 골절로 부종과 통증이 발생한 환자,2
고온 환경에서 발생한 열사병 환자,2
큰 사고로 여러 군데 골절이 발생한 환자,2
목에 대형 외상이 발생하여 호흡이 어려운 환자,2
피부에 큰 상처가 나서 대량 출혈이 발생한 환자,2
약간의 입맛 변화가 있는 환자,3
약간의 눈 충혈이 있는 환자,3
경증의 발열 증세를 보이는 환자,3
경미한 얼굴 붓기를 겪고 있는 환자,3
작은 손목 부상을 겪고 있는 환자,3
가벼운 기운이 빠지는 상태의 환자,3
경미한 입술 통증을 호소하는 환자,3
경미한 흉통을 겪고 있는 환자,3
가벼운 발열과 함께 피로감을 호소하는 환자,3
경미한 복부 팽만감을 겪고 있는 환자,3
경미한 어지러움과 함께 미약한 구토 증세가 있는 환자,3
약간의 귀 통증을 호소하는 환자,3
팔꿈치 골절이 의심되는 환자,3
경미한 요통을 호소하는 환자,3
경미한 소화기 불편함을 겪고 있는 환자,3
급성 소화불량을 호소하는 환자,3
손톱에 작은 금이 간 환자,3
경미한 심박수 변화가 있는 환자,3
약간의 어깨 통증을 호소하는 환자,3
경미한 피부 발적이 있는 환자,3
약간의 구강염이 발생한 환자,3
발바닥에 약간의 통증이 있는 환자,3
경미한 체중 감소를 겪고 있는 환자,3
작은 상처로 인해 불편함을 겪고 있는 환자,3
경미한 안면 신경 마비를 겪고 있는 환자,3
손톱에 작은 찰과상이 발생한 환자,3
가벼운 구강염으로 불편함을 겪고 있는 환자,3
가벼운 피부 발진이 있는 환자,3
약간의 구토 증세가 있는 환자,3
경미한 속쓰림을 겪고 있는 환자,3
가벼운 기운이 빠지는 상태로 피로감을 호소하는 환자,3
가벼운 구강염으로 인한 불편함을 호소하는 환자,3
경미한 기침을 동반한 인후염을 겪고 있는 환자,3
약간의 신경통을 느끼는 환자,3
경미한 신경통을 호소하는 환자,3
팔꿈치에 작은 찰과상을 입은 환자,3
급성 복통을 겪고 있는 환자,3
가벼운 구토를 호소하는 환자,3
경증의 피부 화상을 입은 환자,3
경미한 목 결림을 호소하는 환자,3
경미한 족저근막염을 겪고 있는 환자,3
다리의 가벼운 염좌로 불편함을 느끼는 환자,3
급성 식중독 증세를 보이는 환자,3
약간의 어지러움을 겪고 있는 환자,3
경미한 소화불량 증세가 있는 환자,3
가벼운 발열이 있는 환자,3
경미한 발열과 함께 피로감을 호소하는 환자,3
급성 두통으로 불편해하는 환자,3
경미한 다리 떨림을 겪고 있는 환자,3
약간의 입술 통증을 호소하는 환자,3
경미한 두통을 호소하는 환자,3
경미한 피로로 인해 하루 일과를 마친 상태,3
약간의 발진을 겪고 있는 환자,3
약간의 흉통을 겪고 있는 환자,3
작은 손톱 찰과상으로 불편함을 겪고 있는 환자,3
경미한 요통을 겪고 있는 환자,3
팔꿈치에 경미한 통증이 있는 환자,4
경미한 요도 통증을 호소하는 환자,4
약간의 배뇨 불편감을 겪고 있는 환자,4
약간의 기침을 동반한 경미한 인후염을 호소하는 환자,4
약간의 어지러움을 호소하는 환자,4
경미한 소화불량을 겪고 있는 환자,4
작은 피부 발진이 있는 환자,4
약간의 불면증을 겪고 있는 환자,4
경미한 얼굴 붓기가 있는 환자,4
경미한 근육 경련을 겪고 있는 환자,4
경미한 위염 증세가 있는 환자,4
작은 상처로 인한 가벼운 출혈이 있는 환자,4
약간의 피부 벗겨짐이 있는 환자,4
팔꿈치에 약간의 염증이 있는 환자,4
가벼운 피부 자극을 겪고 있는 환자,4
작은 상처로 인해 가벼운 출혈이 있는 환자,4
발목에 약간의 염좌가 있는 환자,4
허리의 경미한 불편함을 느끼는 환자,4
입술에 작은 헤르페스가 나타난 환자,4
경미한 피부 벗겨짐이 있는 환자,4
손목에 약간의 통증을 느끼는 환자,4
약간의 근육통을 호소하는 환자,4
손목에 경미한 통증을 겪고 있는 환자,4
손톱에 경미한 상처가 있는 환자,4
발목에 약간의 부기와 통증이 있는 환자,4
소화불량으로 인해 약간의 불쾌감을 느끼는 환자,4
다리의 가벼운 부종이 있는 환자,5
경미한 치은염을 겪고 있는 환자,5
경미한 기운이 빠지는 상태의 환자,5
경미한 속쓰림을 호소하는 환자,5
경미한 눈 충혈이 있는 환자,5
경미한 기침을 동반한 경미한 인후염을 호소하는 환자,5
소화불량으로 약간 불편한 상태인 환자,5
약간의 가슴 두근거림을 호소하는 환자,5
가벼운 경련을 겪고 있는 환자,5
약간의 호흡 곤란을 겪고 있는 환자,5
약간의 발열이 있는 환자,5
경미한 치통을 호소하는 환자,5
손가락에 작은 찰과상이 있는 환자,5
가벼운 구강염이 발생한 환자,5
작은 손목 부상으로 인해 불편함을 겪고 있는 환자,5
피부가 약간 붉게 변색된 환자,5
약간의 무기력증을 느끼는 환자,5
경미한 호흡곤란을 겪고 있는 환자,5
급성 심장마비 환자,1
대량의 화상으로 인한 생명 위협 상태,1
사고로 인한 뇌손상으로 의식을 잃은 환자,1
대규모 출혈로 인해 빈혈 상태인 환자,1
의식 없는 외상 환자,1
기도 폐쇄로 인한 호흡 정지,1
급성 아스트로시스 쇼크,1
환자의 심폐소생술(CPR) 필요,1
급성 뇌부종 증상,1
자동차 사고로 의식불명 상태인 환자,1
목에 물건이 박힌 상태로 의식 없는 환자,1
자살 시도로 인한 의식 불명 상태,1
급성 신경계 이상으로 의식이 불명확한 환자,1
심각한 화학 물질 중독 환자,1
상반신의 대량 화상과 의식불명 상태,1
중증 뇌출혈로 인한 생명 위협,1
산소 부족 상태로 의식 불명 상태인 환자,1
급성 심근경색으로 인한 심정지,1
고속도로 교통사고 후 중증 외상 환자,1
긴급 심장 이식 수술 후 생명 위협,1
급성 뇌졸중 증상으로 의식이 없는 환자,1
급성 기도 폐쇄로 인한 호흡 곤란,1
대형 화재에서 입은 중증 화상 환자,1
호흡이 막힌 외상 환자,1
의식 저하로 인한 환자의 생명 위협 상태,1
뇌출혈로 인한 구토 및 의식 저하,1
심각한 약물 과다복용으로 의식 불명,1
사고로 인한 척수 손상,1
심각한 구토와 출혈이 동시에 발생한 환자,1
급성 탈수로 의식이 저하된 환자,1
급성 아스트로시스로 인한 쇼크 상태,1
전자기기 사고로 심각한 전기 충격을 입은 환자,1
급성 진통제 과다복용으로 의식 저하,1
급성 뇌경색 상태,1
급성 뇌종양으로 인한 의식 불명,1
급성 기절 상태에서 의식 저하,1
심각한 심장질환으로 인한 급성 심정지,1
중증 뇌부종으로 인한 의식 저하,1
급성 경련 후 의식 불명,1
심한 천식 발작으로 호흡 곤란을 겪고 있는 환자,2
의식이 혼미해지고 발작이 발생한 환자,2
차에 치여 팔꿈치와 다리가 부러진 환자,2
복부에 심한 통증을 호소하는 환자,2
상처로 인한 심각한 감염 증세가 나타난 환자,2
독사에 물린 환자,2
심각한 손가락과 발가락 골절,2
현기증과 함께 구토를 겪고 있는 환자,2
심한 기침과 가슴 통증을 동반한 환자,2
신경손상으로 갑자기 팔이나 다리가 마비된 환자,2
급격한 체온 상승을 겪는 환자,2
중증 두부 외상으로 의식을 잃은 환자,2
깊은 화상에 의해 피부가 벗겨진 환자,2
목에 외상이 발생하여 호흡이 어려운 환자,2
입에 갑자기 생긴 부종으로 호흡이 어려운 환자,2
급격한 알레르기 반응으로 기도가 좁아진 환자,2
자살 시도로 약물을 과다 복용한 환자,2
외부의 강한 충격을 받은 후 현기증과 구토를 동반한 환자,2
화학 물질에 의해 눈이 심하게 자극받은 환자,2
심한 심장 통증을 호소하는 환자,2
차량 충돌로 인한 심각한 목 부상 환자,2
호흡기 질환으로 인한 청색증 환자,2
물에 빠져서 의식을 잃은 환자,2
고혈압으로 인한 심각한 두통 환자,2
큰 화학물질 유출로 인해 기침과 호흡곤란,2
통증과 부종을 동반한 손목 골절,2
전기 충격을 받은 후 의식이 없는 환자,2
급격한 체온 하강으로 인해 혼수 상태에 빠진 환자,2
급성 기도 폐쇄로 인해 호흡이 어려운 환자,2
다리 근육에 갑자기 심한 경련이 발생한 환자,2
체온이 급격히 상승하여 열로 인한 혼수 상태인 환자,2
다리 절단 사고로 심한 출혈을 겪는 환자,2
급성 구토 후 의식이 혼미해진 환자,2
차에 치여 심각한 부상과 출혈이 동반된 환자,2
상처로 인한 감염 증세가 나타난 환자,2
수면 중 호흡이 갑자기 중단된 환자,2
급격한 체온 저하로 인해 의식불명 상태,2
호흡이 급격히 어려워진 환자,2
대량의 피를 토하는 환자,2
경증의 호흡 곤란을 겪고 있는 환자,3
다리 염좌로 인한 통증과 부종이 있는 환자,3
경미한 복부 팽만감을 호소하는 환자,3
손목에 경미한 부상을 입은 환자,3
급성 설사 증세가 있는 환자,3
경미한 어지러움을 겪고 있는 환자,3
다리의 가벼운 부종을 호소하는 환자,3
경미한 심박수 변화를 겪고 있는 환자,3
가벼운 속쓰림을 겪고 있는 환자,3
가벼운 피부 발진을 호소하는 환자,3
경미한 배뇨 불편감을 겪고 있는 환자,3
경미한 탈모 증세를 보이는 환자,3
발에 작은 물집이 발생한 환자,3
가벼운 구강염 증세를 겪고 있는 환자,3
경미한 기침과 함께 인후염을 호소하는 환자,3
약간의 어지러움과 함께 미약한 구토 증세가 있는 환자,3
약간의 속쓰림을 호소하는 환자,3
경미한 입맛 변화가 있는 환자,3
약간의 다리 떨림을 겪고 있는 환자,3
경미한 복통을 겪고 있는 환자,4
피부가 건조하고 가벼운 가려움증을 호소하는 환자,4
경미한 감기 증세를 보이는 환자,4
팔꿈치에 작은 찰과상이 발생한 환자,4
가벼운 변비를 겪고 있는 환자,4
경미한 무릎 통증을 겪고 있는 환자,4
경미한 발진이 나타난 환자,5
급성 비염 증세를 보이는 환자,5
경미한 탈모가 발생한 환자,5
경미한 인후염으로 인해 불편함을 겪고 있는 환자,5
피부가 붉게 부어오르고 가려움을 동반한 상태,4
환자가 열감과 함께 피부 발진을 보여 국소 염증이 의심되는 상태,4
급성 두통과 함께 빛에 민감해하는 환자의 상태,4
호흡이 어려운 환자가 숨을 가쁘게 몰아쉬며 두통을 호소,4
손목 부위가 부어오르고 움직일 때 통증이 있는 상태,4
발목이 붓고 걸을 때 심한 통증을 호소하는 환자,4
가슴 부위에서 날카로운 통증을 느끼며 호흡이 어려운 환자,4
고열과 함께 땀이 과도하게 분비되는 환자의 상태,4
허리 통증이 지속되어 움직이기 어려운 환자,4
복부의 팽만감과 함께 구토 증세를 보이는 환자,4
피부에 뾰루지가 나타나고 가려움증을 동반하는 상태,4
피부 표면에 찰과상이 생기고 출혈이 약간 있는 상태,4
무릎 부위가 붓고 체중을 실었을 때 통증을 느끼는 환자,4
숨을 쉴 때마다 흉부에 통증을 느끼는 상태,4
고열과 함께 입술이 건조하고 갈증을 호소하는 환자,4
피부에 자극적인 발진이 생기고 통증이 동반된 상태,4
손가락이 부어오르고 움직일 때마다 통증이 증가하는 상태,4
목이 뻣뻣하게 굳고 두통을 호소하며 열이 나는 환자,4
기침과 함께 혈흔이 섞인 가래를 보이는 환자의 상태,4
복부가 단단하게 느껴지고 심한 통증을 호소하는 상태,4
팔꿈치가 부어오르고 눌렀을 때 통증이 느껴지는 상태,4
목이 부어오르고 삼킬 때 심한 통증을 느끼는 환자,4
급성으로 숨이 차며 앉아있기조차 어려운 환자의 상태,4
발등 부위가 부어오르고 체중을 실었을 때 아픔을 느끼는 상태,4
급성 코막힘과 함께 심한 두통을 동반하는 환자,4
피부에 물집이 생기고 진물이 흐르는 화상 상태,4
입 안 점막이 붓고 궤양이 생긴 환자의 상태,4
손목이 꺾이고 부어올라 움직이지 못하는 상태,4
피부에 심한 발적과 가려움이 동반된 상태,4
목이 부어서 숨을 삼킬 때마다 통증을 호소하는 환자,4
코가 막히고 두통을 동반한 상태에서 열감이 있는 환자,4
피부에 붉은 반점이 점점 퍼지며 가려움이 심해지는 상태,4
손가락 관절이 부어오르고 움직일 때마다 뻣뻣함을 느끼는 환자,4
복부 통증과 함께 설사 증상이 동반된 환자의 상태,4
손바닥이 화끈거리며 물집이 생긴 화상 상태,4
다리가 부어오르고 체중을 실을 때 아픔을 느끼는 환자,4
가슴 부위에서 누르는 듯한 통증을 호소하는 상태,4
발목을 삐었고 움직임이 제한되며 부기가 심해진 상태,4
팔꿈치가 긁히고 출혈이 있는 찰과상을 입은 환자,4
열감과 함께 손등이 붓고 통증을 느끼는 상태,4
기침이 지속되며 숨을 쉬기 힘든 환자의 상태,4
이마 부위가 찢어져 출혈이 있는 환자,4
피부 표면에 굳은살이 생기고 통증이 지속되는 상태,4
손가락 끝이 창백해지고 감각이 둔해진 환자,4
복부가 단단해지고 강한 통증을 느끼는 환자의 상태,4
숨이 가쁘고 가슴 부위에 타는 듯한 통증이 있는 상태,4
고열과 함께 손발이 차갑고 식은땀을 흘리는 환자,4
허리 부위가 삐끗하여 움직일 때마다 통증을 호소하는 상태,4
팔이 심하게 부어오르고 압통을 느끼는 환자,4
다리 근육이 경련을 일으키며 통증이 지속되는 환자,4
입술이 갈라지고 심한 갈증을 느끼는 상태,4
피부에 두드러기가 생기고 가려움이 점점 심해지는 환자,4
손바닥이 갈라지고 피가 배어 나오는 상태,4
코가 막히고 코피가 자주 나는 환자의 상태,4
목소리가 쉬고 삼킬 때마다 통증을 느끼는 환자,4
팔꿈치가 삐끗하여 움직이지 못하는 상태,4
복부가 팽만하고 체중이 감소한 상태를 보이는 환자,4
숨을 쉴 때마다 갈비뼈 부근에 통증이 느껴지는 상태,4
피부 표면에 염증이 생기고 부종이 점점 심해지는 환자,4
무릎이 붓고 걸을 때마다 통증을 느끼는 상태,4
고열과 함께 의식이 혼미해지는 환자의 상태,4
기침과 함께 목이 따끔거리고 통증이 느껴지는 환자,4
손목이 부어올라 물건을 잡기 어려운 상태,4
손끝이 저리고 움직일 때마다 감각이 둔한 상태,4
복부에 통증과 함께 구역질을 느끼는 환자의 상태,4
다리 근육이 당기며 움직일 때마다 통증을 느끼는 환자,4
피부가 창백해지고 감각이 둔한 상태를 보이는 환자,4
발바닥에 물집이 생기고 걸을 때마다 아픔을 느끼는 상태,4
눈이 충혈되고 빛에 민감한 환자의 상태,4
귀가 먹먹하며 통증을 동반한 상태,4
손등에 날카로운 물건에 찔린 상처가 있는 환자,4
입술이 붓고 주변에 발적이 생긴 환자의 상태,4
팔이 부어오르고 관절이 뻣뻣해지는 환자,4
허리 근육이 긴장하여 자세를 바로잡기 어려운 상태,4
복부에서 소리가 나며 설사를 동반한 환자,4
손톱 주변이 붓고 통증이 심해지는 상태,4
발목에 멍이 들고 걷기가 어려운 상태,4
목이 뻣뻣해지고 열이 나며 두통을 호소하는 환자,4
가슴 부위에서 쥐어짜는 듯한 통증을 느끼는 환자,4
환자가 손발이 차갑고 피부가 창백하며 동상이 의심되는 상태,5
동상으로 인해 손가락이 붓고 감각이 둔해진 상태,5
경미한 동상으로 피부가 약간 붉어지고 가벼운 통증이 있는 상태,5
코막힘과 기침이 지속되며 활력징후는 정상인 환자의 상태,5
알레르기로 인해 코가 막히고 눈물이 나는 상태,5
알레르기 반응으로 코가 막히며 숨쉬기가 약간 어려운 상태,5
곤충에 물린 후 국소적으로 붓고 약간의 가려움이 있는 상태,5
벌에 쏘인 부위가 붓고 가벼운 통증을 느끼는 상태,5
피부에 긁힌 자국이 있고 약간의 출혈이 있는 상태,5
경미한 찰과상으로 피부가 벗겨지고 가벼운 통증이 동반된 상태,5
열상 부위가 작고 지혈이 잘 되어 봉합이 필요 없는 상태,5
경미한 화상으로 피부가 붉어지고 약간 따가움을 호소하는 상태,5
피부에 작은 이물질이 박혀있으나 큰 통증은 없는 상태,5
상처 부위가 깨끗하고 감염 징후는 없는 상태,5
봉합사를 제거한 후 피부가 잘 아물고 약간의 통증이 있는 상태,5
발진이 국소적으로 나타나고 가벼운 가려움이 동반된 상태,5
유방 부위가 약간 붉어지고 경미한 통증이 있는 상태,5
국소적으로 부기가 있고 피부가 약간 붉어진 상태,5
피부에 작은 혹이 생기고 약간 뻐근한 느낌이 드는 상태,5
피부에 감염 가능성이 의심되나 열은 없는 상태,5
소양증으로 인해 피부를 긁어 붉어진 상태,5
코피가 자주 나지만 출혈량은 많지 않은 상태,5
코가 막히고 숨쉬기 약간 불편하지만 다른 증상은 없는 상태,5
상기도 감염 증상이 있으나 활력징후는 정상이어서 상태가 안정적임,5
코 부위가 가볍게 다쳤으며 약간의 통증이 있는 상태,5
요통이 지속되고 가벼운 뻐근함이 느껴지는 상태,5
팔에 지속적인 가벼운 통증이 있어 움직임이 제한되는 상태,5
다리가 붓고 움직일 때 경미한 통증이 동반되는 상태,5
팔 부위가 가볍게 삐어 움직일 때 약간의 통증이 있는 상태,5
다리가 약간 삐끗해 걸을 때 가벼운 불편함을 호소하는 상태,5
관절이 붓고 경미한 통증이 있어 자세를 취할 때 불편한 상태,5
석고붕대가 꽉 끼어 가벼운 통증을 유발하지만 큰 이상은 없는 상태,5
만성적인 불면증으로 수면 시간이 줄어든 상태,5
사회적인 스트레스로 인해 경미한 불안감을 느끼는 상태,5
비특이적인 증상을 호소하며 상태는 전반적으로 안정적인 상태,5
드레싱을 교체한 후 통증이 약간 남아 있는 상태,5
반지를 제거하는 과정에서 약간의 통증을 느낀 상태,5
검사 결과 수치가 정상 범위에서 벗어났지만 즉각적인 위험은 없는 상태,5
경미한 치아 통증으로 인해 불편함을 호소하는 상태,5
안면 부위에 작은 찰과상이 생겼으나 통증은 경미한 상태,5
목이 약간 붓고 삼킬 때 경미한 통증을 느끼는 상태,5
인후통이 오래 지속되어 가벼운 불편함을 호소하는 상태,5
복부에 경미한 통증이 지속되며 활동에는 큰 제한이 없는 상태,5
변비로 인해 복부에 가벼운 불편함을 느끼는 상태,5
직장에 작은 이물질이 있어 약간의 불편함을 호소하는 상태,5
샅부위가 약간 붓고 통증이 지속되는 상태,5
소화불량으로 인해 복부가 더부룩하고 경미한 통증을 느끼는 상태,5
복부가 약간 팽만해지고 체중이 줄어든 상태,5
딸꾹질이 멈추지 않아 약간의 불편함을 호소하는 상태,5
질 분비물이 늘어나고 약간의 가려움이 동반된 상태,5
질 부위가 약간 붓고 통증이 있는 상태,5
음순 부위가 약간 붓고 가려움이 동반된 상태,5
옆구리가 약간 당기고 만성적인 불편함이 지속되는 상태,5
소변 배출이 약간 어려워지고 통증이 동반되는 상태,5
고환 부위가 붓고 약간의 뻐근함을 느끼는 상태,5
생식기 피부에 경미한 병변이 나타난 상태,5
귀 부위에 경미한 통증과 약간의 열감을 느끼는 상태,5
이물질이 귀에 들어가 약간의 불편함을 느끼는 상태,5
눈이 충혈되고 가벼운 분비물이 나타나는 상태,5
눈 주변이 약간 붓고 경미한 통증이 있는 상태,5
가슴 부위에서 가벼운 통증이 느껴지지만 심장 문제는 아닌 상태,5
다리가 붓고 체중을 실을 때 약간의 불편함을 느끼는 상태,5
두통이 지속되며 약간의 어지럼증이 동반된 상태,5
뒷목이 뻣뻣해지고 경미한 통증을 느끼는 상태,5
호흡이 약간 불편하지만 숨이 찰 정도는 아닌 상태,5
몸에 발열감이 있으나 활력징후는 안정적인 상태,5
심장이 약간 빨리 뛰고 가슴이 답답한 느낌이 드는 상태,5
팔꿈치가 약간 붓고 움직일 때 통증이 동반되는 상태,5
손목 부위에 작은 타박상이 생겨 통증이 경미한 상태,5
손가락이 약간 부어오르고 움직임에 불편함을 느끼는 상태,5
허리 부위에 약간의 통증이 있어 움직임이 제한된 상태,5
발목이 약간 삐어 걸을 때 불편함이 동반된 상태,5
어깨가 결리고 약간의 통증을 느끼는 상태,5
가슴 부위에서 쥐어짜는 듯한 느낌이 약하게 나타나는 상태,5
목이 약간 쉬고 경미한 불편함을 느끼는 상태,5
복부에 가스가 차고 약간의 통증을 느끼는 상태,5
다리 근육이 약간 당기며 피로감을 동반하는 상태,5
입술이 갈라지고 약간의 건조함을 호소하는 상태,5
피부에 작은 발진이 나타나고 가려움이 약간 동반된 상태,5
호흡할 때 약간의 쌕쌕거리는 소리가 나는 상태,5
눈이 건조하고 약간의 따끔거림이 느껴지는 상태,5
코가 막히고 숨쉬기에 약간 불편함을 느끼는 상태,5
이마 부위가 가볍게 찢어지고 약간의 출혈이 있는 상태,5
발이 약간 부어오르고 걸을 때 통증이 동반되는 상태,5
손가락 끝이 저리고 약간의 감각 이상이 있는 상태,5
피부가 붉게 변하고 약간의 열감을 느끼는 상태,5
가슴이 약간 답답하고 숨이 약간 가쁜 상태,5
피부에 국소적으로 발진이 나타나 약간 가려운 상태,5
허리 근육이 뭉치고 약간의 통증을 느끼는 상태,5
